,0,1
110,-52.593483,-5.467376
111,-6.284782,70.96089
112,-38.397835,77.31522
113,-38.397835,35.09783
114,-44.593483,77.31522
115,-8.065216,-35.065216
116,-8.065216,-11.413048
117,-27.891281,-18.152176
118,-26.0652,17.326084
119,-11.065216,-6.326088
120,1.891296,-5.5
121,5.065216,-0.413048
122,-36.10869,-12.239136
123,-21.934784,-5.5
124,-29.108704,-5.5
125,10.076088,12.239128
126,-28.934784,35.891304
127,4.065216,24.065212
128,-8.934784,-11.413048
129,-5.934784,12.239128
130,-8.276092,18.152168
131,-1.276092,-12.239136
132,56.89782,6.32608
133,50.723907,11.41304
134,59.723907,23.239124
135,1.934784,-35.0652
136,-1.891296,-23.23912
137,-6.065216,-35.0652
138,-3.891296,-11.413025
139,1.108704,-29.978256
140,30.880432,0.413055
141,-1.810875,5.884796
142,31.076088,17.326096
143,12.189125,11.854355
144,-7.232605,5.884796
145,-39.723915,11.41304
146,-21.723907,11.41304
147,-48.897835,6.326096
148,-56.897835,29.978271
149,-76.89782,-12.239136
150,4.897827,35.891304
151,-31.102165,0.413055
152,7.897827,5.5
153,-18.276085,47.717392
154,-17.102165,35.891304
155,8.065216,6.326096
156,2.891304,-12.23912
157,11.065212,23.239136
158,18.065212,23.239136
159,3.891304,23.239136
160,-6.102165,-24.065216
161,-47.102173,-17.32608
162,-13.276085,-12.239136
163,-34.102165,-12.239136
164,-24.276085,-12.239136
165,-1.891304,5.500016
166,10.108696,0.413055
167,-3.065216,-6.32608
168,11.108696,-11.413025
169,-15.065224,5.500016
170,-4.108696,29.152168
171,27.891312,5.499992
172,-13.934769,17.32608
173,35.06522,5.499992
174,32.89131,24.065208
175,59.42826,-5.86956
176,3.428253,-17.695648
177,16.73478,-5.978256
178,19.180428,-10.717392
179,-5.471733,-5.86956
180,-0.354347,-17.739128
181,-5.630432,-17.336952
182,-13.971741,-12.652176
183,-1.358696,-6.760864
184,-4.582611,-4.565216
185,-12.163048,-0.402176
186,7.597832,17.391312
187,-5.532608,5.478264
188,12.232613,0.0
189,6.95652,-0.402176
190,19.971745,-12.652176
191,-7.467392,0.847824
192,-10.691307,-1.347824
193,0.163044,-12.228264
194,0.232609,-5.913048
195,-5.043478,-5.510872
196,-3.384783,-24.478264
197,0.641304,10.978256
198,-2.582609,13.173904
199,-0.163044,-6.315224
200,-2.428261,65.0
201,47.57173,71.0
202,13.571732,76.82608
203,24.119553,-0.413048
204,14.232597,-11.854347
205,-50.73912,-11.7826
206,-22.639122,-70.91303
207,-1.63913,-82.73913
208,5.260864,-82.73913
209,54.260868,-76.91303
210,-2.645651,11.82608
211,2.630436,12.228256
212,-4.384781,16.91304
213,6.46739,-0.847824
214,9.691303,1.347839
215,4.836956,5.51088
216,15.354355,5.913056
217,20.63044,6.315232
218,8.971745,11.000015
219,6.467392,-0.847824
220,9.691303,1.347839
221,-2.72826,5.51088
222,-0.232613,11.826096
223,5.04348,11.423935
224,-0.615219,18.565231
225,-1.532616,-10.978241
226,1.6913,-13.173904
227,-4.728264,-5.510864
228,5.645653,-5.91304
229,0.369568,-5.510864
230,-6.97174,-12.652176
231,11.641304,-6.760864
232,8.417389,-4.565201
233,1.836952,-12.228256
234,11.354347,-35.478264
235,16.63044,-35.880424
236,21.61522,-16.913048
237,-1.641296,-10.978241
238,1.582611,-13.173904
239,8.728264,6.315216
240,51.528263,-5.95652
241,-0.471733,-47.260864
242,10.428268,-11.782608
243,49.528263,-35.434784
244,48.428265,-17.782608
245,0.232609,-35.478264
246,-5.043478,-35.076088
247,0.615217,-30.391304
248,5.641302,-12.673904
249,2.417391,-10.478241
250,8.836956,-6.315201
251,-3.232609,11.826103
252,2.043478,11.423927
253,-5.971737,18.565231
254,3.46739,-16.891304
255,6.691304,-19.08696
256,0.836956,-11.423912
257,-3.645649,-5.91304
258,1.630436,-5.510864
259,-5.02826,-24.478264
260,5.358696,5.065216
261,8.582607,7.260864
262,1.163044,-12.228264
263,-3.232612,23.652184
264,2.04348,23.250008
265,-7.97174,-5.086944
266,5.467384,18.586967
267,8.691299,16.391312
268,0.836952,-11.423904
269,-60.232613,-11.826088
270,-54.95652,-11.423912
271,-65.97173,-18.565216
272,17.467377,5.065216
273,20.691292,7.260864
274,11.836952,-0.402176
275,23.528267,-59.173912
276,16.52826,-64.99999
277,-29.571732,-76.82609
278,-32.57173,-11.86956
279,16.428268,-29.521736
280,6.354347,11.82608
281,11.63044,11.42392
282,-13.384781,6.739136
283,9.467392,-5.065216
284,12.691299,-7.26088
285,-10.163055,-11.42392
286,7.354324,0.0
287,12.630417,0.402176
288,3.971726,-22.82608
289,-0.532608,16.891312
290,2.691315,19.086975
291,-6.728256,-5.510864
292,3.354324,23.652176
293,8.630417,23.250015
294,1.615204,11.000015
295,2.467377,6.76088
296,5.6913,4.565216
297,0.83696,-6.315201
298,-3.354355,-5.91304
299,-8.630447,-5.510864
300,-9.971741,-12.652176
301,3.641312,-12.673904
302,0.417389,-10.478241
303,-0.16304,-18.141296
304,-1.354347,11.82608
305,-6.630432,12.228256
306,-17.61522,12.652176
307,3.641319,-12.67392
308,0.417404,-10.478256
309,-12.728256,-11.42392
310,-9.360886,-11.782608
311,-10.26088,41.34782
312,109.73912,53.17391
313,107.639114,23.695648
314,-7.360886,29.521736
315,33.232613,-11.826088
316,27.956528,-11.423916
317,15.971741,-30.391304
318,11.641304,5.065212
319,8.417389,7.260864
320,-5.728264,-12.228264
321,1.232609,-5.913044
322,-4.043478,-5.510872
323,-11.384781,-16.913044
324,10.641304,-0.847828
325,7.417391,1.347824
326,0.836956,-11.423912
327,-7.232607,-5.913042
328,-1.95652,-6.315218
329,-8.971737,0.826088
330,6.467394,0.847824
331,9.691307,-1.347828
332,4.836958,6.315216
333,-1.232605,11.826086
334,4.043488,12.22826
335,-12.971725,12.652174
336,11.467392,10.97826
337,14.691315,13.173912
338,-0.16304,12.22826
339,-1.64566,5.91304
340,3.630432,6.315216
341,-11.028259,6.739128
342,-2.532608,-12.673912
343,0.691315,-10.478264
344,-14.728256,-11.423912
345,-31.428238,94.565216
346,-36.528244,11.782608
347,-2.428253,23.608696
348,-16.52826,-0.04348
349,-2.528259,-11.86956
350,27.232613,17.739128
351,21.956528,17.336952
352,24.61522,5.08696
353,11.641304,6.760864
354,8.417389,4.565216
355,11.836952,-6.315216
356,4.232605,5.91304
357,-1.043488,5.510864
358,-12.384781,-6.739128
359,10.641312,0.847824
360,7.417389,-1.347824
361,-3.16304,-12.228256
362,-10.232605,5.91304
363,-4.956512,5.510864
364,-26.615189,-6.739136
365,8.467392,0.847824
366,11.691315,-1.347824
367,-10.728241,-12.228264
368,7.354324,23.652168
369,12.630417,24.054344
370,-2.028259,24.478256
371,2.467392,-18.58696
372,5.691314,-16.391312
373,-9.728241,-17.33696
374,26.645645,-17.73913
375,21.369553,-18.141306
376,-1.615204,-11.000002
377,10.641312,0.847824
378,7.417389,-1.347828
379,-17.72824,6.315216
380,-7.35434,-17.73913
381,-12.630424,-18.141306
382,-25.971733,0.826088
383,3.641304,-16.891306
384,0.417389,-19.086958
385,-12.163048,0.402174
386,-2.354351,5.913042
387,-7.630436,6.315216
388,-7.97174,-12.652176
389,1.641304,5.065216
390,-1.582607,7.260868
391,-1.163044,-12.228264
392,20.76738,-5.913044
393,26.043472,-6.31522
394,-7.615219,-6.739132
395,4.467384,18.586952
396,7.6913,16.3913
397,-26.728256,17.336952
398,-120.47608,-120.534775
399,-32.813057,-30.228264
400,-4.813042,-22.945656
401,-43.813057,64.38043
402,-4.813042,59.836956
403,34.18695,-18.402184
404,61.23913,-18.402184
405,21.239128,71.66304
406,61.23913,52.55435
407,-8.863041,-29.45652
408,9.136959,-23.804352
409,1.136955,-11.978264
410,6.136959,11.673912
411,-8.863041,17.847824
412,19.136957,17.847824
413,24.13696,-23.500004
414,1.136955,-17.847828
415,3.136955,-47.152172
416,15.289131,11.978256
417,-8.710869,11.978256
418,2.136955,17.630432
419,-0.863045,-6.02174
420,3.289139,-11.673916
421,1.136955,-35.630432
422,20.136957,-29.456512
423,-15.863041,-41.282593
424,-12.710869,-47.456512
425,9.136959,-11.978256
426,8.136959,23.5
427,19.136957,6.021759
428,-5.863044,6.021759
429,-14.863041,29.67392
430,23.710873,-29.456512
431,13.710869,-53.108673
432,44.71087,-17.630417
433,5.710869,-11.978256
434,16.863052,-5.804336
435,-0.289124,23.5
436,15.710869,6.021759
437,6.863044,-23.500004
438,25.710869,-47.152172
439,24.710869,5.804348
440,18.710869,-11.673916
441,-3.289131,5.804348
442,6.710869,-35.326084
443,5.863044,29.45652
444,17.710869,23.804344
445,14.710876,23.5
446,19.863052,23.5
447,13.863037,-11.97826
448,1.710876,-41.282604
449,19.710876,-47.456524
450,1.710876,-17.630436
451,14.710876,-23.804348
452,1.710876,6.02174
453,10.710876,-5.804348
454,14.710869,-47.15216
455,8.863045,-35.32608
456,-1.136955,-11.673904
457,25.710869,-23.5
458,-20.136955,5.804336
459,8.863045,11.978271
460,-3.289131,-17.847824
461,-3.289131,-29.67392
462,-0.289131,29.456512
463,-9.289124,6.021744
464,-16.136963,11.673904
465,-9.289124,-17.630432
466,0.710876,-11.978256
467,-8.136963,-35.630432
468,-1.289124,-41.282593
469,-9.289124,29.673912
470,-6.136963,23.5
471,1.934784,-12.200005
472,-13.113045,-6.880432
473,-4.965218,-6.054344
474,0.310875,-6.45652
475,-22.23478,5.406517
476,-11.56086,6.61956
477,-8.336952,4.423912
478,-0.95652,11.452171
479,1.113045,-6.880448
480,3.965218,5.771736
481,-1.310867,5.36956
482,37.765217,-11.602173
483,35.439133,-0.989128
484,38.663044,1.20652
485,-7.76522,5.406524
486,-7.439132,18.445656
487,-10.663044,16.25
488,3.065216,-18.113045
489,16.939125,-4.945648
490,12.086952,6.054336
491,17.363045,6.456512
492,5.765213,-23.428268
493,3.439125,-12.815231
494,6.66304,-10.619568
495,1.043472,-12.199989
496,16.939125,-12.510864
497,1.086952,-11.684776
498,6.363044,-12.086952
499,7.713043,5.406517
500,-5.613037,6.61956
501,-2.38913,4.423904
502,-0.934784,5.539154
503,-14.113052,-4.945648
504,-7.96521,6.054352
505,-2.689133,6.456528
506,8.713043,-5.406524
507,17.386963,5.206528
508,20.61087,7.402191
509,-5.934784,-5.539139
510,12.113052,-11.141296
511,9.08696,-6.054352
512,14.363052,-6.456512
513,3.286957,6.419556
514,0.439133,12.815216
515,3.663056,10.619553
516,6.043488,12.200012
517,9.939148,-18.706512
518,5.086975,-11.967392
519,10.363068,-11.565216
520,0.765244,5.406524
521,-1.560852,10.836945
522,1.663071,13.032608
523,-15.065216,-0.373901
524,-1.113052,-12.51088
525,-4.965225,6.054336
526,0.310867,6.456512
527,2.765213,-23.876083
528,1.439117,-6.619568
529,4.66304,-4.423904
530,1.934784,-5.539124
531,6.113037,-4.945664
532,9.086945,6.054336
533,14.363037,6.456512
534,-14.713058,-94.38479
535,-11.560883,-83.771736
536,-8.33696,-81.57607
537,-3.065216,-12.200005
538,4.113045,-24.336952
539,0.086952,-11.684776
540,5.363044,-12.086952
541,-50.713036,-30.07174
542,-54.56086,-17.032608
543,-51.336952,-19.228256
544,-24.065212,11.452175
545,17.93913,-16.771736
546,13.086956,-5.771736
547,18.363043,-5.369564
548,3.765217,-23.42826
549,1.439133,-12.81522
550,4.663044,-10.619568
551,0.934776,-6.286957
552,3.113045,-6.88044
553,6.965218,5.771736
554,1.689133,5.36956
555,-5.713043,-23.876093
556,-4.386956,-10.83696
557,-7.610866,-13.032608
558,3.043478,-18.11304
559,8.886955,12.51087
560,0.034782,5.77174
561,5.310868,5.369564
562,91.71304,6.419564
563,85.38695,0.989128
564,88.61086,-1.206524
565,-4.934768,-5.53913
566,11.939133,6.880434
567,8.08696,-5.77174
568,13.363052,-5.369568
569,-10.234787,30.07174
570,-11.560883,17.032608
571,-8.33696,19.22826
572,-1.956512,29.939133
573,-12.939133,-16.771744
574,-7.965225,-5.771744
575,-2.689133,-5.369568
576,-5.713058,12.049995
577,-0.560883,22.66304
578,2.66304,24.858688
579,-2.065216,17.36522
580,27.939125,-12.510864
581,12.08696,-5.771736
582,17.363045,-5.36956
583,22.713043,-0.223915
584,9.386963,5.20652
585,12.61087,7.402168
586,-0.043488,-11.452171
587,13.939133,-6.880432
588,13.08696,5.771736
589,18.363052,5.36956
590,-5.234772,-23.876083
591,-3.560867,-10.83696
592,-0.336945,-13.032608
593,2.043488,-11.452179
594,10.113068,-6.88044
595,11.08696,5.771736
596,16.363052,5.36956
597,-1.713028,-23.876093
598,-0.560867,-10.83696
599,2.663056,-13.032608
600,7.043488,6.286957
601,7.113068,-11.141304
602,7.08696,5.771744
603,12.363052,5.369568
604,-0.713028,-23.42826
605,-0.560867,-5.20652
606,2.663056,-7.402168
607,-1.065216,-18.11304
608,6.113068,12.510864
609,14.08696,5.771736
610,19.363052,5.36956
611,-47.713043,0.223911
612,-39.560883,-5.206524
613,-36.33696,-7.402176
614,-11.065216,5.539131
615,-12.113045,6.880434
616,-3.965218,6.054346
617,1.310875,6.45652
618,-21.23478,6.419564
619,-10.56086,5.20652
620,-7.336952,7.402172
621,-16.065224,-5.53913
622,4.886963,-6.880436
623,2.03479,5.77174
624,7.310875,5.369564
625,-8.286957,17.232603
626,-8.613045,30.271736
627,-5.389134,28.076084
628,-5.06522,6.286957
629,14.939131,-12.510872
630,11.086956,-5.771736
631,16.363043,-5.36956
632,2.765217,64.53696
633,1.439133,69.9674
634,4.663044,72.16305
635,4.065216,-18.11304
636,-11.886948,11.141304
637,5.086952,-5.771736
638,10.363045,-5.369564
639,-12.713036,23.428253
640,4.439125,5.206516
641,7.66304,7.402168
642,-1.956522,11.452179
643,26.93913,-0.684784
644,18.086956,-5.771744
645,23.363043,-5.369568
646,1.713043,11.602173
647,-4.613041,5.206512
648,-1.38913,7.402176
649,2.065216,6.286957
650,11.113045,-6.880432
651,4.08696,-11.967392
652,9.363045,-11.565216
653,33.286957,5.406524
654,26.439133,-0.989136
655,29.663044,1.206528
656,1.043472,-6.286942
657,-0.886955,-11.141296
658,-5.913048,-6.054352
659,-0.636955,-6.456512
660,16.23478,0.223907
661,11.386948,6.619568
662,14.610863,4.423904
663,-8.043472,11.452179
664,16.939125,-6.880448
665,11.086952,5.771728
666,16.363045,5.369568
667,4.765213,-30.071732
668,1.439133,-17.032593
669,4.66304,-19.228256
670,5.043472,-6.286957
671,1.886955,12.510864
672,2.913048,5.771728
673,-2.363037,5.369568
674,-46.23478,12.049988
675,-45.386948,6.619568
676,-48.610863,4.423904
677,-20.065216,-0.373901
678,26.939129,-0.684784
679,14.086956,6.054336
680,19.363043,6.456512
681,15.765217,-18.245651
682,5.439131,-12.815231
683,8.663044,-10.619568
684,0.04348,-6.286949
685,15.939131,-4.945648
686,11.086956,6.054352
687,16.363043,6.456528
688,-6.065224,11.478271
689,-106.010864,18.086975
690,39.01085,-17.391304
691,-1.945654,-24.0
692,62.010864,17.391304
693,0.989132,12.173912
694,24.945648,0.347824
695,-0.945648,106.08697
696,-123.945656,41.73915
697,-107.945656,77.2174
698,-5.010864,-52.86956
699,-8.010872,-35.82608
700,-15.945633,89.04349
701,-16.010849,23.999996
702,-55.01087,12.173912
703,-2.010868,-6.26087
704,-5.94565,-12.173912
705,30.945656,6.260868
706,4.017395,-58.69565
707,3.669571,-54.423904
708,0.010866,6.260895
709,31.010864,-0.347824
710,6.945648,-0.347824
711,-21.945648,-77.21739
712,22.945656,11.478271
713,12.010872,-47.65217
714,0.010868,-5.565216
715,7.94565,58.782608
716,88.59347,-11.445656
717,85.39782,-41.83696
718,31.59346,-58.75
719,53.284775,-17.799995
720,40.39781,-58.75
721,-60.789124,-46.73913
722,92.94565,46.956528
723,-0.054348,-17.391304
724,-107.94565,-6.260864
725,-45.94565,-23.304337
726,6.010864,-6.26088
727,-74.01087,11.478271
728,181.0065,156.6652
729,-61.589127,-198.50217
730,1.036957,-6.489128
731,3.058693,-11.184784
732,-85.58913,-44.763042
733,-33.58913,-38.023914
734,-166.40434,-198.50217
735,-21.415218,-92.06739
736,-17.58913,-144.45868
737,-128.58911,-108.98043
738,-181.41518,-191.763
739,-54.589127,-198.50217
740,-15.599999,-198.50217
741,-175.41518,-32.936954
742,-15.58913,-32.936954
743,-147.40434,-108.98043
744,-19.58913,-38.023914
745,-167.4152,-38.023914
746,-133.58913,-198.50217
747,-15.599999,-174.84999
748,-45.6,-198.50217
749,-137.58913,-44.763042
750,-157.58913,-198.50217
751,-155.58913,-49.85
752,-26.589128,-38.023914
753,-45.589127,-26.197824
754,-19.58913,-68.415215
755,-132.4152,-44.763042
756,-76.40435,-26.197824
757,-24.415216,-198.50217
758,-104.41521,-198.50217
759,-90.41521,-198.50217
760,-127.41521,-198.50217
761,-141.4152,-80.2413
762,-21.415218,-115.71957
763,-31.415216,-198.50217
764,-180.68694,-61.382607
